order_id,session_id,user_id,order_date,total_amount,discount_amount,payment_method,status
961,9735,1443,2024-05-09,665.75,13.59,credit_card,completed
962,9746,1444,2024-06-02,1734.43,29.24,upi,completed
963,9752,1445,2024-01-06,585.4,0.0,buy_now_pay_later,completed
964,9755,1445,2024-01-16,387.69,0.0,upi,completed
965,9767,1448,2024-01-22,931.9,36.96,debit_card,completed
966,9772,1448,2024-04-01,731.72,0.0,credit_card,completed
967,9801,1450,2024-01-15,1594.52,0.0,paypal,completed
968,9812,1453,2024-05-06,39.69,0.0,buy_now_pay_later,completed
969,9819,1453,2024-06-02,769.61,0.0,debit_card,completed
970,9833,1454,2024-06-29,1359.62,0.0,paypal,completed
971,9842,1456,2024-02-17,378.2,0.0,buy_now_pay_later,completed
972,9856,1460,2024-05-20,839.97,0.0,buy_now_pay_later,completed
973,9883,1464,2024-03-11,2599.48,34.29,upi,cancelled
974,9888,1465,2024-05-01,333.33,19.18,paypal,completed
975,9893,1466,2024-06-08,3476.15,36.15,paypal,cancelled
976,9908,1468,2024-01-01,1902.26,34.36,paypal,completed
977,9911,1468,2024-04-05,319.7,11.24,credit_card,cancelled
978,9932,1471,2024-04-28,1109.37,33.31,upi,completed
979,9954,1474,2024-06-15,1450.25,0.0,upi,completed
980,9958,1475,2024-01-16,249.63,21.64,credit_card,completed
981,9962,1476,2024-04-02,421.42,5.02,debit_card,completed
982,9971,1477,2024-03-20,603.44,22.39,paypal,completed
983,9972,1478,2024-05-13,334.71,31.39,paypal,completed
984,9978,1479,2024-05-19,2559.2,0.0,debit_card,returned
985,9989,1481,2024-01-28,373.73,0.0,credit_card,completed
986,9994,1482,2024-06-29,2204.82,0.0,upi,completed
987,9995,1482,2024-04-25,1772.9,48.33,upi,returned
988,10012,1485,2024-05-29,978.96,47.11,upi,cancelled
989,10025,1486,2024-03-19,816.76,0.0,upi,completed
990,10048,1488,2024-03-09,2650.9,41.87,paypal,completed
991,10073,1491,2024-04-08,1759.67,0.0,paypal,completed
992,10083,1493,2024-05-31,77.22,17.08,debit_card,completed
993,10091,1493,2024-01-27,3184.24,0.0,credit_card,completed
994,10093,1493,2024-06-20,69.67,22.5,upi,completed
995,10096,1494,2024-04-03,1144.56,35.34,debit_card,completed
996,10110,1496,2024-01-10,1424.48,0.0,buy_now_pay_later,completed
997,10125,1499,2024-04-23,41.8,0.0,debit_card,completed
998,10129,1499,2024-01-06,3804.93,25.52,debit_card,completed
999,10130,1499,2024-02-25,200.42,0.0,debit_card,completed
1000,10137,1499,2024-04-17,1139.97,0.0,buy_now_pay_later,completed
1001,10158,1502,2024-05-02,1372.19,47.89,debit_card,completed
1002,10165,1503,2024-04-30,1459.75,49.47,upi,completed
1003,10168,1503,2024-06-10,3306.74,18.22,buy_now_pay_later,completed
1004,10169,1503,2024-03-20,143.25,0.0,debit_card,completed
1005,10180,1507,2024-04-21,292.67,22.62,credit_card,completed
1006,10184,1508,2024-06-02,2498.5,0.0,credit_card,completed
1007,10188,1508,2024-02-01,138.92,19.75,paypal,completed
1008,10189,1508,2024-01-26,404.89,0.0,upi,completed
1009,10200,1508,2024-01-13,711.02,0.0,credit_card,completed
1010,10203,1509,2024-03-11,390.12,0.0,credit_card,completed
1011,10204,1509,2024-02-14,1438.05,12.05,buy_now_pay_later,completed
1012,10208,1509,2024-01-03,1029.64,0.0,credit_card,completed
1013,10220,1513,2024-03-29,1778.02,6.85,credit_card,completed
1014,10232,1515,2024-01-14,323.44,0.0,upi,returned
1015,10266,1521,2024-06-21,2254.98,0.0,buy_now_pay_later,completed
1016,10277,1524,2024-05-18,1241.87,0.0,paypal,completed
1017,10289,1527,2024-03-19,832.48,0.0,upi,completed
1018,10292,1527,2024-02-19,1555.48,31.91,debit_card,completed
1019,10299,1527,2024-03-05,273.61,0.0,paypal,completed
1020,10329,1531,2024-04-06,3436.32,17.36,credit_card,completed
1021,10335,1532,2024-01-29,444.14,38.67,upi,returned
1022,10336,1532,2024-01-30,398.26,0.0,upi,completed
1023,10341,1534,2024-01-20,345.45,28.54,paypal,completed
1024,10348,1534,2024-01-08,2007.72,31.43,upi,completed
1025,10357,1534,2024-06-04,1776.59,0.0,credit_card,completed
1026,10373,1538,2024-01-10,528.73,0.0,debit_card,completed
1027,10379,1539,2024-05-18,559.04,0.0,credit_card,completed
1028,10389,1539,2024-02-14,289.21,26.71,paypal,completed
1029,10407,1544,2024-02-23,1675.58,0.0,buy_now_pay_later,completed
1030,10413,1545,2024-04-07,520.6,0.0,debit_card,completed
1031,10414,1545,2024-05-17,165.63,5.93,credit_card,completed
1032,10441,1549,2024-03-06,928.84,32.14,paypal,completed
1033,10448,1550,2024-02-20,586.33,31.57,upi,completed
1034,10459,1551,2024-03-04,603.29,0.0,debit_card,completed
1035,10461,1551,2024-03-05,519.83,0.0,buy_now_pay_later,cancelled
1036,10470,1551,2024-01-10,796.54,0.0,paypal,completed
1037,10478,1552,2024-04-19,48.22,37.65,upi,completed
1038,10494,1555,2024-02-03,520.79,6.85,upi,completed
1039,10498,1555,2024-04-21,165.72,15.39,upi,completed
1040,10500,1555,2024-01-01,174.22,37.37,paypal,completed
1041,10507,1556,2024-02-05,1197.86,0.0,credit_card,completed
1042,10520,1558,2024-06-22,362.14,0.0,paypal,completed
1043,10539,1561,2024-06-06,2465.86,43.43,buy_now_pay_later,cancelled
1044,10541,1561,2024-02-06,1519.56,49.03,paypal,completed
1045,10542,1561,2024-01-30,2349.48,0.0,buy_now_pay_later,completed
1046,10549,1563,2024-06-03,655.36,28.54,paypal,completed
1047,10550,1563,2024-06-04,7882.77,14.84,buy_now_pay_later,completed
1048,10553,1565,2024-02-26,2550.24,11.07,upi,completed
1049,10558,1565,2024-05-02,1564.4,12.58,paypal,completed
1050,10561,1565,2024-06-07,1972.62,19.55,upi,completed
1051,10566,1566,2024-04-05,1358.74,0.0,debit_card,completed
1052,10591,1570,2024-01-17,123.2,23.05,upi,completed
1053,10595,1570,2024-04-20,40.55,0.0,buy_now_pay_later,completed
1054,10614,1573,2024-05-15,809.51,0.0,upi,completed
1055,10616,1574,2024-02-11,1666.59,0.0,paypal,completed
1056,10625,1575,2024-05-02,749.17,37.57,buy_now_pay_later,completed
1057,10631,1576,2024-01-01,92.55,0.0,buy_now_pay_later,cancelled
1058,10637,1577,2024-03-22,1847.36,0.0,buy_now_pay_later,completed
1059,10650,1580,2024-03-21,1140.6,0.0,upi,completed
1060,10660,1582,2024-02-10,445.16,0.0,buy_now_pay_later,returned
1061,10676,1585,2024-05-18,57.32,0.0,paypal,completed
1062,10678,1585,2024-06-19,721.75,0.0,paypal,completed
1063,10679,1585,2024-05-12,799.57,12.05,credit_card,cancelled
1064,10690,1588,2024-02-21,560.75,29.16,credit_card,completed
1065,10693,1589,2024-03-22,650.64,0.0,upi,completed
1066,10697,1589,2024-05-16,1645.99,0.0,debit_card,completed
1067,10699,1589,2024-05-03,2006.1,0.0,credit_card,completed
1068,10734,1592,2024-06-03,3984.74,0.0,upi,completed
1069,10744,1594,2024-02-28,1851.17,0.0,credit_card,completed
1070,10789,1604,2024-03-10,950.35,27.84,credit_card,completed
1071,10793,1605,2024-06-13,499.74,32.93,upi,completed
1072,10796,1605,2024-06-23,530.25,31.79,credit_card,completed
1073,10801,1606,2024-01-05,629.78,0.0,credit_card,completed
1074,10825,1611,2024-04-14,1637.32,0.0,paypal,completed
1075,10826,1611,2024-06-27,1173.32,35.34,upi,completed
1076,10832,1612,2024-01-06,588.35,0.0,credit_card,completed
1077,10847,1613,2024-01-05,1534.01,43.04,credit_card,completed
1078,10850,1613,2024-04-15,397.79,0.0,credit_card,completed
1079,10854,1613,2024-05-21,5261.96,0.0,paypal,completed
1080,10865,1616,2024-04-18,3826.82,0.0,buy_now_pay_later,completed
1081,10866,1616,2024-02-13,1469.93,0.0,paypal,completed
1082,10870,1617,2024-05-09,1623.79,0.0,debit_card,completed
1083,10888,1619,2024-01-05,1698.5,0.0,credit_card,completed
1084,10901,1621,2024-05-03,1576.51,0.0,paypal,completed
1085,10912,1622,2024-01-31,1204.06,8.62,upi,completed
1086,10914,1622,2024-04-04,471.24,0.0,buy_now_pay_later,completed
1087,10916,1622,2024-01-15,4398.01,0.0,buy_now_pay_later,completed
1088,10928,1623,2024-06-05,1141.8,37.92,debit_card,completed
1089,10934,1624,2024-01-15,1772.11,41.91,credit_card,returned
1090,10940,1626,2024-02-06,644.17,0.0,credit_card,completed
1091,10943,1626,2024-02-12,1936.14,18.21,upi,completed
1092,10945,1626,2024-03-30,576.61,0.0,upi,completed
1093,10955,1628,2024-02-08,331.7,22.04,credit_card,completed
1094,10966,1630,2024-02-15,479.5,0.0,credit_card,completed
1095,10968,1631,2024-04-01,1358.44,39.95,paypal,completed
1096,10969,1631,2024-06-18,56.26,0.0,buy_now_pay_later,completed
1097,10975,1631,2024-06-18,341.96,24.94,buy_now_pay_later,completed
1098,11001,1635,2024-03-30,325.03,0.0,credit_card,completed
1099,11012,1635,2024-06-28,738.08,32.87,upi,completed
1100,11016,1635,2024-05-10,436.15,41.7,debit_card,returned
1101,11018,1635,2024-04-12,1173.57,0.0,credit_card,completed
1102,11019,1635,2024-04-21,1210.1,0.0,credit_card,completed
1103,11022,1636,2024-02-09,4152.43,9.29,upi,completed
1104,11057,1639,2024-02-04,828.91,25.79,credit_card,completed
1105,11071,1640,2024-04-16,2421.86,0.0,buy_now_pay_later,completed
1106,11075,1640,2024-01-25,993.92,0.0,credit_card,completed
1107,11093,1642,2024-02-21,399.14,0.0,upi,completed
1108,11096,1643,2024-06-07,2337.07,27.5,debit_card,completed
1109,11103,1644,2024-05-03,1569.4,35.25,buy_now_pay_later,completed
1110,11113,1646,2024-04-07,950.61,39.17,credit_card,completed
1111,11114,1646,2024-04-22,1747.64,0.0,debit_card,completed
1112,11123,1650,2024-06-13,1083.21,8.3,upi,completed
1113,11135,1653,2024-01-19,228.31,43.19,debit_card,completed
1114,11155,1655,2024-03-29,143.47,0.0,credit_card,completed
1115,11176,1658,2024-04-29,1996.48,0.0,credit_card,completed
1116,11195,1660,2024-05-13,1716.91,0.0,paypal,completed
1117,11196,1660,2024-06-28,1745.75,9.53,buy_now_pay_later,completed
1118,11203,1661,2024-04-12,1820.47,44.18,paypal,completed
1119,11208,1661,2024-01-17,1111.25,20.05,upi,completed
1120,11209,1662,2024-03-25,350.76,33.38,credit_card,completed
1121,11214,1663,2024-05-31,1149.6,0.0,credit_card,completed
1122,11223,1664,2024-04-15,1761.25,8.16,buy_now_pay_later,completed
1123,11235,1666,2024-02-16,825.03,0.0,debit_card,completed
1124,11238,1668,2024-02-15,749.46,0.0,upi,completed
1125,11252,1672,2024-06-14,3424.18,0.0,credit_card,cancelled
1126,11253,1672,2024-06-26,4136.24,27.25,upi,completed
1127,11259,1672,2024-06-25,2395.44,21.22,upi,completed
1128,11270,1675,2024-06-19,204.57,0.0,paypal,completed
1129,11276,1676,2024-03-18,711.96,0.0,paypal,completed
1130,11279,1676,2024-05-10,1435.64,0.0,upi,completed
1131,11285,1676,2024-01-01,563.4,0.0,debit_card,completed
1132,11291,1678,2024-06-18,625.85,0.0,buy_now_pay_later,completed
1133,11312,1680,2024-05-29,357.17,0.0,credit_card,completed
1134,11333,1685,2024-02-09,786.42,33.75,paypal,completed
1135,11337,1685,2024-05-25,1400.08,16.26,upi,completed
1136,11355,1687,2024-05-03,829.6,0.0,credit_card,completed
1137,11367,1690,2024-01-06,2083.98,0.0,debit_card,completed
1138,11370,1691,2024-01-23,2325.81,49.97,paypal,completed
1139,11378,1694,2024-04-01,1102.52,0.0,debit_card,completed
1140,11379,1694,2024-02-23,93.91,0.0,paypal,completed
1141,11405,1696,2024-05-20,948.24,23.97,debit_card,completed
1142,11439,1702,2024-05-20,480.65,0.0,buy_now_pay_later,completed
1143,11446,1703,2024-03-16,91.53,24.78,buy_now_pay_later,completed
1144,11467,1706,2024-03-04,541.18,39.7,upi,returned
1145,11484,1711,2024-03-20,1445.49,34.83,debit_card,completed
1146,11487,1711,2024-04-04,759.32,39.31,upi,completed
1147,11490,1712,2024-03-18,5402.76,0.0,debit_card,completed
1148,11496,1713,2024-06-13,2020.76,0.0,upi,completed
1149,11519,1718,2024-01-29,1789.17,6.37,paypal,completed
1150,11520,1719,2024-01-15,1715.56,0.0,credit_card,completed
1151,11533,1721,2024-04-02,2381.01,0.0,credit_card,completed
1152,11556,1726,2024-02-15,1183.02,0.0,credit_card,completed
1153,11558,1726,2024-03-21,1734.68,0.0,credit_card,completed
1154,11559,1726,2024-05-17,372.79,0.0,buy_now_pay_later,completed
1155,11560,1726,2024-05-07,449.79,36.26,upi,cancelled
1156,11563,1727,2024-03-29,1184.65,35.73,debit_card,completed
1157,11570,1727,2024-04-14,191.52,32.25,buy_now_pay_later,completed
1158,11571,1727,2024-01-24,1125.7,23.16,buy_now_pay_later,completed
1159,11577,1727,2024-05-16,153.06,0.0,paypal,cancelled
1160,11588,1729,2024-05-05,495.08,6.61,paypal,cancelled
1161,11597,1730,2024-03-09,650.27,7.27,credit_card,completed
1162,11613,1733,2024-05-02,585.77,25.85,upi,cancelled
1163,11622,1735,2024-05-18,1930.42,0.0,upi,completed
1164,11626,1735,2024-01-08,477.63,0.0,paypal,completed
1165,11637,1738,2024-03-01,25.79,12.29,credit_card,returned
1166,11646,1740,2024-06-19,4095.97,0.0,buy_now_pay_later,completed
1167,11649,1740,2024-06-16,653.16,0.0,upi,cancelled
1168,11650,1740,2024-04-23,1523.4,0.0,buy_now_pay_later,completed
1169,11652,1741,2024-04-27,39.09,0.0,paypal,completed
1170,11668,1744,2024-05-29,389.29,20.35,upi,completed
1171,11674,1744,2024-03-03,941.34,0.0,upi,completed
1172,11677,1744,2024-04-10,3478.97,35.61,upi,completed
1173,11688,1746,2024-05-12,3447.4,47.02,buy_now_pay_later,completed
1174,11689,1746,2024-06-19,500.66,0.0,upi,completed
1175,11695,1749,2024-01-02,1245.33,0.0,buy_now_pay_later,completed
1176,11700,1750,2024-06-17,246.43,0.0,upi,completed
1177,11708,1752,2024-04-23,544.6,0.0,debit_card,completed
1178,11715,1754,2024-03-10,1853.69,0.0,buy_now_pay_later,completed
1179,11720,1754,2024-05-20,1021.22,41.85,upi,completed
1180,11729,1755,2024-05-07,857.44,42.77,buy_now_pay_later,completed
1181,11747,1756,2024-01-01,208.65,20.59,paypal,completed
1182,11761,1757,2024-03-18,2084.24,0.0,upi,completed
1183,11763,1757,2024-04-01,41.93,0.0,buy_now_pay_later,completed
1184,11765,1757,2024-04-26,5649.19,0.0,paypal,completed
1185,11777,1758,2024-06-24,1700.4,0.0,debit_card,completed
1186,11793,1761,2024-02-24,1375.0,26.09,credit_card,completed
1187,11797,1761,2024-06-11,1033.26,0.0,paypal,completed
1188,11808,1764,2024-03-22,891.74,25.9,credit_card,completed
1189,11813,1765,2024-03-02,461.34,0.0,upi,completed
1190,11821,1766,2024-01-21,123.11,0.0,buy_now_pay_later,completed
1191,11828,1768,2024-03-28,1830.3,0.0,upi,completed
1192,11840,1769,2024-04-26,1392.14,25.92,debit_card,completed
1193,11845,1770,2024-04-08,332.6,0.0,paypal,completed
1194,11851,1771,2024-04-04,1799.94,47.45,credit_card,completed
1195,11854,1772,2024-03-17,511.17,0.0,buy_now_pay_later,completed
1196,11868,1774,2024-02-14,237.22,0.0,upi,completed
1197,11874,1776,2024-06-09,365.38,0.0,paypal,completed
1198,11876,1776,2024-05-10,2532.03,27.63,debit_card,completed
1199,11882,1777,2024-05-09,469.78,14.7,buy_now_pay_later,cancelled
1200,11893,1780,2024-03-19,3880.74,0.0,paypal,completed
1201,11896,1782,2024-02-19,468.65,25.81,buy_now_pay_later,cancelled
1202,11906,1784,2024-03-02,169.78,19.0,upi,completed
1203,11918,1785,2024-05-15,478.21,0.0,paypal,completed
1204,11922,1786,2024-03-04,745.31,15.85,upi,completed
1205,11943,1789,2024-03-31,291.46,20.44,credit_card,completed
1206,11948,1789,2024-01-30,665.91,0.0,debit_card,completed
1207,11961,1792,2024-06-16,301.4,48.63,buy_now_pay_later,completed
1208,11968,1793,2024-02-11,265.32,0.0,upi,cancelled
1209,11979,1796,2024-06-26,1091.65,0.0,upi,completed
1210,11997,1797,2024-05-05,414.11,38.69,buy_now_pay_later,completed
1211,12000,1798,2024-06-29,802.69,8.75,upi,cancelled
1212,12035,1805,2024-02-14,2683.21,0.0,buy_now_pay_later,completed
1213,12047,1807,2024-04-21,589.08,0.0,upi,completed
1214,12049,1808,2024-04-16,778.81,30.7,debit_card,completed
1215,12051,1808,2024-06-17,364.46,33.94,buy_now_pay_later,completed
1216,12061,1809,2024-05-19,357.81,11.57,credit_card,completed
1217,12073,1811,2024-04-13,1050.35,21.96,upi,cancelled
1218,12074,1811,2024-03-03,2474.42,0.0,credit_card,completed
1219,12084,1812,2024-04-05,2348.04,0.0,debit_card,returned
1220,12110,1816,2024-06-09,1183.5,0.0,paypal,completed
1221,12112,1816,2024-01-16,985.64,0.0,credit_card,completed
1222,12120,1816,2024-03-08,341.29,29.1,debit_card,completed
1223,12123,1817,2024-04-13,1227.63,47.59,debit_card,completed
1224,12126,1817,2024-06-26,516.24,0.0,debit_card,completed
1225,12128,1817,2024-01-31,989.64,0.0,upi,completed
1226,12135,1817,2024-02-04,493.57,0.0,buy_now_pay_later,completed
1227,12141,1818,2024-06-05,1816.31,0.0,debit_card,returned
1228,12143,1818,2024-05-29,422.54,48.62,paypal,completed
1229,12146,1819,2024-05-28,587.19,37.43,debit_card,completed
1230,12148,1819,2024-02-18,1804.13,6.14,credit_card,completed
1231,12166,1821,2024-06-07,1969.6,0.0,buy_now_pay_later,completed
1232,12171,1821,2024-04-28,1338.81,36.17,paypal,completed
1233,12173,1822,2024-01-06,891.26,26.9,buy_now_pay_later,cancelled
1234,12177,1822,2024-05-03,419.39,46.67,upi,completed
1235,12194,1823,2024-02-01,2471.15,23.85,credit_card,completed
1236,12210,1826,2024-01-17,25.97,23.76,credit_card,returned
1237,12219,1827,2024-01-08,169.04,0.0,paypal,completed
1238,12224,1828,2024-04-23,1044.36,0.0,upi,completed
1239,12234,1829,2024-03-01,94.51,5.13,debit_card,completed
1240,12244,1831,2024-06-17,1510.45,0.0,credit_card,completed
1241,12270,1835,2024-05-30,2555.53,19.58,paypal,completed
1242,12280,1837,2024-01-09,770.18,29.31,paypal,completed
1243,12322,1846,2024-06-11,1784.6,0.0,credit_card,completed
1244,12330,1847,2024-03-14,147.42,0.0,debit_card,completed
1245,12341,1849,2024-01-02,1697.06,24.51,upi,completed
1246,12356,1849,2024-05-03,2627.87,0.0,debit_card,completed
1247,12361,1850,2024-06-18,2318.85,0.0,paypal,returned
1248,12366,1850,2024-03-30,418.87,36.05,debit_card,completed
1249,12371,1850,2024-06-30,310.94,0.0,credit_card,completed
1250,12381,1852,2024-06-19,660.55,17.53,debit_card,completed
1251,12385,1852,2024-05-12,793.07,0.0,paypal,completed
1252,12391,1853,2024-06-29,1576.58,0.0,buy_now_pay_later,completed
1253,12397,1854,2024-05-01,1546.82,0.0,debit_card,completed
1254,12401,1854,2024-06-28,1.0,48.12,buy_now_pay_later,completed
1255,12402,1854,2024-05-27,1467.33,0.0,credit_card,completed
1256,12411,1855,2024-01-31,2403.53,0.0,paypal,completed
1257,12424,1857,2024-03-23,2882.82,16.36,debit_card,completed
1258,12427,1857,2024-05-27,6381.16,36.78,upi,completed
1259,12428,1857,2024-05-31,3081.16,0.0,buy_now_pay_later,cancelled
1260,12437,1859,2024-02-13,1310.18,25.03,credit_card,completed
1261,12451,1859,2024-04-02,1114.2,0.0,credit_card,completed
1262,12457,1860,2024-01-23,1175.37,14.72,paypal,completed
1263,12470,1861,2024-02-13,439.17,39.3,debit_card,completed
1264,12474,1862,2024-05-12,3523.2,0.0,credit_card,completed
1265,12486,1862,2024-01-09,3793.27,0.0,credit_card,completed
1266,12503,1866,2024-04-04,2338.9,19.43,debit_card,completed
1267,12508,1866,2024-01-10,743.1,12.36,upi,completed
1268,12519,1868,2024-05-03,2745.02,42.0,debit_card,completed
1269,12525,1869,2024-04-21,6189.84,0.0,credit_card,completed
1270,12528,1869,2024-04-27,583.78,30.49,paypal,completed
1271,12538,1870,2024-05-21,3013.72,0.0,credit_card,completed
1272,12545,1871,2024-02-01,2834.01,0.0,upi,completed
1273,12549,1871,2024-06-30,445.25,10.68,paypal,completed
1274,12553,1872,2024-04-26,723.12,0.0,upi,completed
1275,12556,1872,2024-03-11,1748.09,0.0,paypal,completed
1276,12558,1873,2024-01-08,50.86,0.0,credit_card,cancelled
1277,12566,1874,2024-03-10,206.66,0.0,credit_card,completed
1278,12581,1876,2024-03-26,2314.21,0.0,debit_card,completed
1279,12591,1877,2024-05-20,1048.99,0.0,upi,cancelled
1280,12600,1878,2024-06-04,479.49,0.0,paypal,completed
1281,12610,1879,2024-06-26,209.39,0.0,paypal,completed
1282,12619,1881,2024-06-28,622.61,7.29,paypal,completed
1283,12640,1884,2024-01-26,2381.15,12.73,upi,completed
1284,12641,1884,2024-05-23,733.06,0.0,paypal,completed
1285,12643,1885,2024-03-29,432.89,0.0,debit_card,cancelled
1286,12645,1885,2024-01-22,50.68,45.43,upi,completed
1287,12664,1888,2024-06-02,1190.67,0.0,buy_now_pay_later,returned
1288,12671,1889,2024-02-12,482.07,0.0,debit_card,completed
1289,12680,1890,2024-05-11,325.75,0.0,debit_card,completed
1290,12681,1890,2024-06-14,1983.14,26.72,paypal,completed
1291,12697,1891,2024-01-02,2964.68,14.02,upi,completed
1292,12699,1891,2024-01-05,4218.43,25.43,upi,completed
1293,12702,1892,2024-04-24,191.02,16.46,paypal,completed
1294,12709,1892,2024-06-07,380.19,40.09,paypal,returned
1295,12716,1893,2024-01-03,1464.67,0.0,debit_card,completed
1296,12732,1895,2024-02-02,5375.18,45.05,buy_now_pay_later,cancelled
1297,12745,1899,2024-02-17,1102.85,17.7,buy_now_pay_later,completed
1298,12746,1900,2024-04-15,1328.84,0.0,paypal,completed
1299,12754,1900,2024-03-18,3623.11,37.25,upi,cancelled
1300,12755,1900,2024-04-12,86.19,16.45,paypal,returned
1301,12757,1900,2024-04-20,2008.87,0.0,upi,completed
1302,12767,1902,2024-02-12,235.23,37.5,upi,returned
1303,12797,1905,2024-04-16,1820.7,38.24,buy_now_pay_later,completed
1304,12810,1910,2024-01-02,1232.63,28.25,debit_card,completed
1305,12820,1911,2024-02-28,1555.23,0.0,paypal,completed
1306,12824,1911,2024-01-28,1224.81,0.0,upi,completed
1307,12829,1911,2024-03-17,2069.18,0.0,paypal,completed
1308,12837,1913,2024-01-27,241.79,0.0,credit_card,completed
1309,12840,1914,2024-06-15,7122.08,9.61,paypal,completed
1310,12857,1916,2024-04-27,513.88,23.53,upi,completed
1311,12869,1918,2024-06-28,454.11,36.07,credit_card,completed
1312,12875,1919,2024-05-03,1560.58,28.24,buy_now_pay_later,completed
1313,12878,1919,2024-04-12,1079.5,0.0,buy_now_pay_later,completed
1314,12896,1922,2024-05-29,1658.12,0.0,buy_now_pay_later,completed
1315,12903,1923,2024-01-14,1737.47,0.0,upi,cancelled
1316,12914,1925,2024-05-15,3413.1,0.0,debit_card,completed
1317,12917,1925,2024-06-16,1664.93,18.92,paypal,completed
1318,12933,1929,2024-01-31,1388.01,0.0,credit_card,completed
1319,12935,1929,2024-01-25,324.62,5.71,credit_card,completed
1320,12936,1929,2024-05-27,2070.6,43.52,buy_now_pay_later,completed
1321,12938,1930,2024-05-25,2325.83,0.0,credit_card,completed
1322,12960,1935,2024-03-05,1109.37,32.11,debit_card,completed
1323,12971,1937,2024-01-06,3629.43,17.33,debit_card,completed
1324,12979,1938,2024-02-11,3512.23,22.59,credit_card,completed
1325,12985,1939,2024-04-01,1642.47,0.0,credit_card,completed
1326,12989,1939,2024-03-24,1863.81,14.76,buy_now_pay_later,completed
1327,13012,1945,2024-02-27,1243.58,0.0,debit_card,returned
1328,13021,1945,2024-06-15,1630.04,0.0,debit_card,completed
1329,13046,1949,2024-05-02,46.99,0.0,debit_card,completed
1330,13062,1952,2024-02-16,319.67,28.22,debit_card,completed
1331,13071,1953,2024-03-14,2489.26,0.0,debit_card,completed
1332,13076,1953,2024-05-14,1302.11,0.0,credit_card,completed
1333,13080,1953,2024-04-18,465.26,45.08,credit_card,returned
1334,13093,1955,2024-03-20,2172.25,28.22,debit_card,completed
1335,13137,1959,2024-03-15,260.54,0.0,buy_now_pay_later,completed
1336,13151,1961,2024-01-10,105.09,13.5,upi,completed
1337,13154,1961,2024-03-19,1646.73,38.91,debit_card,completed
1338,13160,1962,2024-02-28,1145.52,0.0,paypal,completed
1339,13164,1964,2024-06-30,59.32,0.0,upi,completed
1340,13193,1966,2024-05-26,803.12,0.0,debit_card,completed
1341,13197,1967,2024-06-22,3217.62,28.21,debit_card,completed
1342,13207,1967,2024-01-10,610.42,0.0,debit_card,returned
1343,13227,1970,2024-02-25,777.84,13.39,paypal,completed
1344,13235,1972,2024-01-10,1132.62,0.0,debit_card,completed
1345,13249,1974,2024-06-11,411.53,14.35,buy_now_pay_later,completed
1346,13254,1974,2024-03-09,3539.52,0.0,debit_card,completed
1347,13261,1975,2024-04-07,476.55,0.0,upi,completed
1348,13265,1976,2024-02-25,1155.59,20.07,buy_now_pay_later,completed
1349,13274,1977,2024-06-01,2896.52,5.24,paypal,completed
1350,13289,1980,2024-05-11,1306.31,0.0,upi,completed
1351,13300,1981,2024-02-22,4258.55,8.31,paypal,cancelled
1352,13307,1982,2024-05-28,902.16,0.0,debit_card,completed
1353,13311,1982,2024-03-09,59.22,0.0,paypal,completed
1354,13327,1984,2024-05-26,1.0,40.74,credit_card,completed
1355,13338,1986,2024-01-23,514.9,26.58,buy_now_pay_later,completed
1356,13360,1989,2024-02-01,1331.3,0.0,buy_now_pay_later,cancelled
1357,13372,1989,2024-02-08,270.59,0.0,credit_card,completed
1358,13380,1990,2024-01-01,316.32,25.27,debit_card,completed
1359,13389,1991,2024-04-29,4853.22,6.18,credit_card,completed
1360,13391,1991,2024-02-02,550.69,48.6,buy_now_pay_later,completed
1361,13397,1991,2024-06-15,369.31,0.0,credit_card,returned
1362,13420,1993,2024-01-15,827.72,19.57,credit_card,completed
1363,13427,1995,2024-06-17,745.58,21.93,upi,completed
1364,13470,2000,2024-04-12,513.9,0.0,debit_card,returned
1365,13475,2002,2024-03-22,39.92,0.0,upi,completed
1366,13491,2004,2024-06-30,1522.89,46.62,paypal,completed
1367,13494,2005,2024-03-12,1576.98,13.25,upi,returned
1368,13502,2008,2024-05-28,1545.62,0.0,debit_card,completed
1369,13507,2008,2024-04-17,1799.17,0.0,buy_now_pay_later,completed
1370,13520,2013,2024-05-09,3178.6,10.04,paypal,completed
1371,13539,2015,2024-02-16,442.07,0.0,credit_card,cancelled
1372,13542,2016,2024-02-14,2623.55,0.0,buy_now_pay_later,completed
1373,13544,2016,2024-06-05,897.9,36.0,buy_now_pay_later,returned
1374,13547,2016,2024-02-06,301.88,0.0,paypal,completed
1375,13564,2018,2024-01-11,585.08,40.0,buy_now_pay_later,completed
1376,13567,2019,2024-01-29,348.47,40.89,upi,completed
1377,13568,2019,2024-02-15,607.72,9.77,debit_card,completed
1378,13577,2021,2024-04-30,2666.49,34.74,buy_now_pay_later,completed
1379,13578,2021,2024-06-20,2300.84,0.0,paypal,completed
1380,13584,2023,2024-03-24,3276.26,0.0,buy_now_pay_later,completed
1381,13586,2023,2024-04-19,3315.32,19.42,paypal,returned
1382,13587,2023,2024-04-06,1147.14,0.0,buy_now_pay_later,completed
1383,13592,2023,2024-05-22,2418.04,0.0,credit_card,completed
1384,13603,2026,2024-05-27,1120.44,0.0,paypal,completed
1385,13615,2027,2024-06-23,1055.01,0.0,buy_now_pay_later,completed
