session_id,user_id,session_date,session_hour,device_type,channel,landing_page
4978,732,2024-01-19,11,desktop,organic_search,/home
4979,732,2024-06-24,11,mobile,direct,/sale
4980,732,2024-01-11,9,desktop,social_media,/new-arrivals
4981,732,2024-03-31,13,desktop,direct,/new-arrivals
4982,733,2024-03-14,13,tablet,paid_search,/category/headphones
4983,733,2024-02-05,12,mobile,email,/category/laptops
4984,734,2024-04-20,21,mobile,paid_search,/sale
4985,734,2024-02-09,11,desktop,social_media,/category/smartphones
4986,734,2024-02-26,2,desktop,paid_search,/category/laptops
4987,734,2024-02-17,9,mobile,organic_search,/category/laptops
4988,734,2024-06-09,17,mobile,paid_search,/sale
4989,734,2024-01-27,15,desktop,paid_search,/home
4990,734,2024-05-07,22,desktop,paid_search,/category/headphones
4991,734,2024-05-07,17,desktop,organic_search,/new-arrivals
4992,735,2024-06-21,9,desktop,organic_search,/sale
4993,735,2024-01-18,7,desktop,organic_search,/home
4994,735,2024-05-26,14,mobile,paid_search,/sale
4995,735,2024-01-27,16,mobile,organic_search,/category/smartphones
4996,735,2024-02-04,8,tablet,organic_search,/deals
4997,735,2024-02-16,16,desktop,paid_search,/new-arrivals
4998,736,2024-01-26,20,mobile,organic_search,/new-arrivals
4999,736,2024-01-14,17,desktop,direct,/sale
5000,736,2024-05-24,16,mobile,organic_search,/sale
5001,736,2024-03-07,18,desktop,social_media,/category/smartphones
5002,736,2024-01-12,7,mobile,email,/new-arrivals
5003,737,2024-01-19,9,tablet,direct,/category/smartphones
5004,737,2024-06-22,3,mobile,social_media,/category/headphones
5005,737,2024-03-10,8,desktop,paid_search,/sale
5006,737,2024-03-25,21,mobile,direct,/category/laptops
5007,737,2024-04-05,9,mobile,social_media,/category/laptops
5008,737,2024-04-29,16,desktop,email,/home
5009,737,2024-03-16,17,desktop,direct,/category/laptops
5010,737,2024-01-10,16,mobile,organic_search,/sale
5011,737,2024-05-28,15,desktop,social_media,/category/smartphones
5012,737,2024-02-06,14,mobile,email,/home
5013,737,2024-06-05,12,mobile,email,/sale
5014,737,2024-03-04,21,mobile,paid_search,/category/smartphones
5015,737,2024-02-12,0,desktop,organic_search,/category/smartphones
5016,737,2024-05-28,4,tablet,paid_search,/category/smartphones
5017,737,2024-05-09,14,desktop,organic_search,/sale
5018,737,2024-06-21,11,desktop,social_media,/sale
5019,738,2024-04-06,12,desktop,organic_search,/category/headphones
5020,738,2024-01-24,23,mobile,social_media,/category/laptops
5021,738,2024-06-16,18,mobile,organic_search,/category/laptops
5022,738,2024-01-31,20,mobile,email,/category/laptops
5023,738,2024-03-17,12,mobile,paid_search,/category/headphones
5024,738,2024-01-04,10,mobile,social_media,/category/smartphones
5025,738,2024-01-27,18,mobile,paid_search,/new-arrivals
5026,738,2024-03-14,19,mobile,email,/deals
5027,738,2024-04-03,15,mobile,organic_search,/category/headphones
5028,738,2024-03-13,20,mobile,paid_search,/home
5029,738,2024-01-04,22,desktop,social_media,/category/headphones
5030,738,2024-06-14,13,mobile,paid_search,/category/laptops
5031,739,2024-04-07,9,desktop,email,/sale
5032,739,2024-01-19,14,mobile,direct,/category/headphones
5033,739,2024-03-22,23,mobile,organic_search,/home
5034,739,2024-01-07,10,mobile,paid_search,/category/smartphones
5035,739,2024-05-08,16,tablet,organic_search,/sale
5036,740,2024-03-02,17,tablet,paid_search,/category/laptops
5037,740,2024-06-21,9,desktop,paid_search,/category/smartphones
5038,740,2024-06-21,15,desktop,organic_search,/category/smartphones
5039,740,2024-01-23,11,mobile,paid_search,/sale
5040,741,2024-02-08,20,mobile,direct,/category/smartphones
5041,741,2024-02-07,17,mobile,direct,/category/headphones
5042,741,2024-04-09,19,mobile,organic_search,/category/smartphones
5043,741,2024-03-03,9,mobile,direct,/deals
5044,741,2024-04-23,3,mobile,direct,/new-arrivals
5045,742,2024-03-16,19,mobile,direct,/category/smartphones
5046,742,2024-05-12,12,mobile,email,/category/smartphones
5047,742,2024-05-25,9,mobile,organic_search,/home
5048,742,2024-02-10,6,mobile,paid_search,/new-arrivals
5049,742,2024-01-14,14,desktop,social_media,/new-arrivals
5050,743,2024-06-06,8,mobile,organic_search,/category/smartphones
5051,743,2024-04-11,15,desktop,paid_search,/new-arrivals
5052,743,2024-04-19,17,mobile,organic_search,/deals
5053,743,2024-06-18,14,desktop,paid_search,/category/laptops
5054,743,2024-02-16,21,desktop,social_media,/category/headphones
5055,743,2024-01-22,8,mobile,paid_search,/category/smartphones
5056,743,2024-05-02,14,mobile,organic_search,/home
5057,743,2024-02-24,8,mobile,direct,/category/headphones
5058,743,2024-06-03,20,mobile,paid_search,/deals
5059,744,2024-04-25,21,desktop,direct,/category/laptops
5060,744,2024-06-06,12,mobile,paid_search,/home
5061,744,2024-01-03,11,desktop,email,/new-arrivals
5062,744,2024-04-25,10,tablet,social_media,/home
5063,744,2024-05-30,20,mobile,organic_search,/deals
5064,744,2024-03-06,17,mobile,email,/deals
5065,744,2024-02-14,20,mobile,organic_search,/home
5066,744,2024-03-17,7,mobile,social_media,/deals
5067,744,2024-05-22,13,desktop,email,/category/laptops
5068,745,2024-05-03,17,mobile,paid_search,/deals
5069,745,2024-01-22,21,desktop,organic_search,/category/headphones
5070,745,2024-03-31,12,mobile,paid_search,/deals
5071,745,2024-03-30,11,mobile,organic_search,/deals
5072,745,2024-01-01,21,desktop,direct,/deals
5073,746,2024-04-28,4,desktop,organic_search,/new-arrivals
5074,746,2024-04-15,13,desktop,paid_search,/sale
5075,746,2024-06-10,13,desktop,direct,/new-arrivals
5076,746,2024-06-17,8,desktop,direct,/home
5077,746,2024-01-10,12,mobile,social_media,/new-arrivals
5078,746,2024-02-09,17,desktop,direct,/deals
5079,746,2024-04-20,11,desktop,email,/deals
5080,746,2024-03-09,11,desktop,paid_search,/new-arrivals
5081,746,2024-01-02,18,desktop,referral,/category/laptops
5082,747,2024-04-15,23,desktop,organic_search,/category/laptops
5083,747,2024-06-11,18,desktop,organic_search,/category/headphones
5084,747,2024-03-07,19,mobile,organic_search,/category/laptops
5085,747,2024-04-02,21,mobile,social_media,/new-arrivals
5086,747,2024-05-17,19,mobile,organic_search,/category/laptops
5087,747,2024-06-28,23,desktop,organic_search,/new-arrivals
5088,747,2024-03-07,18,mobile,paid_search,/home
5089,747,2024-01-31,16,mobile,organic_search,/category/laptops
5090,747,2024-05-20,17,mobile,organic_search,/sale
5091,748,2024-06-07,21,desktop,organic_search,/sale
5092,748,2024-05-21,17,desktop,paid_search,/category/smartphones
5093,748,2024-04-19,18,desktop,paid_search,/new-arrivals
5094,748,2024-02-03,9,mobile,referral,/category/laptops
5095,748,2024-06-23,21,desktop,organic_search,/new-arrivals
5096,748,2024-03-19,13,desktop,email,/category/headphones
5097,748,2024-06-12,8,desktop,email,/category/smartphones
5098,748,2024-02-07,19,mobile,organic_search,/new-arrivals
5099,749,2024-05-10,11,tablet,organic_search,/category/laptops
5100,749,2024-03-13,9,mobile,social_media,/category/laptops
5101,749,2024-06-02,10,mobile,referral,/category/smartphones
5102,750,2024-06-08,3,desktop,organic_search,/home
5103,750,2024-04-25,6,mobile,direct,/category/headphones
5104,750,2024-01-21,15,mobile,social_media,/category/smartphones
5105,750,2024-04-23,20,desktop,paid_search,/deals
5106,750,2024-02-09,13,mobile,email,/category/smartphones
5107,750,2024-06-06,16,desktop,paid_search,/category/smartphones
5108,751,2024-05-17,19,desktop,direct,/home
5109,751,2024-04-14,11,desktop,direct,/home
5110,751,2024-02-06,16,desktop,social_media,/category/headphones
5111,751,2024-03-05,11,desktop,organic_search,/deals
5112,751,2024-06-03,16,mobile,social_media,/home
5113,751,2024-06-17,9,mobile,email,/category/laptops
5114,751,2024-02-06,23,desktop,referral,/home
5115,751,2024-06-16,6,mobile,referral,/sale
5116,751,2024-01-10,14,desktop,paid_search,/sale
5117,751,2024-03-10,10,desktop,organic_search,/deals
5118,751,2024-06-04,16,mobile,social_media,/category/smartphones
5119,752,2024-04-16,13,mobile,paid_search,/category/headphones
5120,752,2024-04-04,11,mobile,paid_search,/category/laptops
5121,752,2024-04-08,10,mobile,paid_search,/home
5122,752,2024-06-10,9,mobile,social_media,/category/smartphones
5123,752,2024-06-26,18,desktop,email,/deals
5124,752,2024-05-05,9,mobile,paid_search,/sale
5125,753,2024-02-22,18,mobile,social_media,/category/headphones
5126,753,2024-01-23,14,desktop,organic_search,/deals
5127,753,2024-05-11,6,desktop,organic_search,/category/laptops
5128,753,2024-04-08,8,mobile,organic_search,/home
5129,753,2024-03-27,20,desktop,paid_search,/new-arrivals
5130,753,2024-02-03,16,desktop,social_media,/category/headphones
5131,753,2024-04-27,9,desktop,social_media,/home
5132,754,2024-05-06,17,mobile,social_media,/category/laptops
5133,754,2024-02-23,19,mobile,organic_search,/home
5134,754,2024-06-10,11,mobile,email,/home
5135,754,2024-05-11,15,mobile,paid_search,/sale
5136,754,2024-02-27,10,mobile,email,/home
5137,754,2024-01-30,6,mobile,social_media,/home
5138,754,2024-03-12,12,mobile,organic_search,/category/laptops
5139,754,2024-06-03,18,desktop,referral,/category/headphones
5140,754,2024-05-13,13,mobile,direct,/sale
5141,754,2024-05-21,12,mobile,organic_search,/deals
5142,754,2024-04-29,11,mobile,paid_search,/deals
5143,754,2024-06-10,13,mobile,paid_search,/home
5144,755,2024-05-04,11,tablet,email,/category/smartphones
5145,755,2024-05-11,16,mobile,direct,/category/laptops
5146,755,2024-04-18,5,desktop,social_media,/category/smartphones
5147,755,2024-05-08,19,tablet,social_media,/sale
5148,755,2024-01-17,9,mobile,direct,/category/smartphones
5149,755,2024-03-06,16,desktop,social_media,/home
5150,755,2024-01-18,13,desktop,direct,/home
5151,755,2024-03-18,18,mobile,paid_search,/category/laptops
5152,755,2024-04-23,19,tablet,paid_search,/sale
5153,755,2024-02-20,9,desktop,paid_search,/category/headphones
5154,755,2024-06-28,17,desktop,paid_search,/category/headphones
5155,755,2024-01-18,9,mobile,organic_search,/category/laptops
5156,755,2024-05-23,7,mobile,organic_search,/category/headphones
5157,755,2024-03-20,21,mobile,paid_search,/new-arrivals
5158,755,2024-05-29,8,desktop,social_media,/category/headphones
5159,756,2024-06-10,9,mobile,organic_search,/home
5160,756,2024-02-27,8,desktop,organic_search,/deals
5161,756,2024-03-31,13,mobile,paid_search,/category/headphones
5162,756,2024-05-10,21,desktop,organic_search,/deals
5163,756,2024-03-24,10,tablet,organic_search,/sale
5164,756,2024-03-22,15,desktop,social_media,/new-arrivals
5165,756,2024-02-11,12,tablet,paid_search,/deals
5166,757,2024-02-22,11,mobile,paid_search,/sale
5167,757,2024-05-03,15,tablet,paid_search,/category/headphones
5168,757,2024-02-01,15,mobile,organic_search,/category/smartphones
5169,758,2024-04-01,11,desktop,organic_search,/sale
5170,758,2024-02-12,19,desktop,paid_search,/category/laptops
5171,758,2024-04-25,4,mobile,organic_search,/category/headphones
5172,758,2024-02-21,6,mobile,organic_search,/sale
5173,758,2024-04-16,23,desktop,email,/category/headphones
5174,758,2024-06-19,18,desktop,email,/home
5175,758,2024-04-07,19,desktop,referral,/home
5176,759,2024-03-14,16,mobile,organic_search,/home
5177,759,2024-02-22,12,desktop,direct,/sale
5178,760,2024-04-10,16,tablet,organic_search,/deals
5179,760,2024-01-21,7,mobile,organic_search,/category/smartphones
5180,760,2024-01-09,18,desktop,referral,/deals
5181,760,2024-01-12,15,desktop,paid_search,/category/smartphones
5182,760,2024-06-14,22,mobile,referral,/deals
5183,760,2024-01-05,16,mobile,social_media,/category/smartphones
5184,760,2024-06-10,8,desktop,paid_search,/category/headphones
5185,760,2024-02-10,13,mobile,paid_search,/category/laptops
5186,761,2024-06-02,5,mobile,email,/home
5187,761,2024-02-05,18,tablet,social_media,/category/headphones
5188,761,2024-01-26,14,mobile,paid_search,/new-arrivals
5189,761,2024-01-15,12,mobile,paid_search,/deals
5190,761,2024-04-11,22,desktop,organic_search,/home
5191,761,2024-02-18,21,desktop,referral,/category/headphones
5192,761,2024-02-07,22,desktop,paid_search,/category/laptops
5193,761,2024-05-10,9,desktop,email,/category/laptops
5194,762,2024-02-27,17,desktop,paid_search,/home
5195,762,2024-01-02,22,mobile,email,/home
5196,762,2024-04-10,15,mobile,social_media,/deals
5197,762,2024-05-07,9,mobile,organic_search,/home
5198,762,2024-02-09,19,tablet,organic_search,/category/laptops
5199,762,2024-02-07,20,mobile,paid_search,/category/headphones
5200,762,2024-06-17,17,desktop,social_media,/sale
5201,762,2024-01-04,10,desktop,organic_search,/home
5202,762,2024-03-12,9,desktop,email,/home
5203,763,2024-03-19,16,mobile,referral,/category/laptops
5204,763,2024-04-05,14,mobile,social_media,/category/laptops
5205,763,2024-06-23,17,mobile,organic_search,/new-arrivals
5206,764,2024-05-08,7,desktop,email,/deals
5207,765,2024-04-30,8,mobile,email,/home
5208,765,2024-02-04,11,mobile,organic_search,/sale
5209,765,2024-06-15,10,desktop,organic_search,/deals
5210,765,2024-03-04,16,mobile,direct,/category/headphones
5211,766,2024-01-14,11,mobile,organic_search,/home
5212,766,2024-04-15,17,mobile,referral,/category/laptops
5213,766,2024-05-08,18,desktop,organic_search,/sale
5214,766,2024-03-11,9,desktop,organic_search,/new-arrivals
5215,766,2024-02-27,21,tablet,organic_search,/category/laptops
5216,766,2024-02-11,18,mobile,social_media,/category/laptops
5217,766,2024-01-22,16,mobile,email,/home
5218,766,2024-01-30,21,mobile,paid_search,/category/smartphones
5219,766,2024-05-23,10,mobile,paid_search,/home
5220,766,2024-03-07,12,desktop,paid_search,/category/smartphones
5221,767,2024-03-26,6,tablet,direct,/category/laptops
5222,767,2024-01-20,13,desktop,referral,/sale
5223,767,2024-01-25,14,tablet,social_media,/new-arrivals
5224,768,2024-02-18,16,desktop,paid_search,/home
5225,768,2024-05-26,5,desktop,organic_search,/new-arrivals
5226,768,2024-03-22,2,desktop,email,/new-arrivals
5227,768,2024-02-19,12,mobile,direct,/home
5228,768,2024-01-22,9,mobile,organic_search,/deals
5229,769,2024-01-31,18,mobile,social_media,/home
5230,769,2024-01-31,17,mobile,direct,/home
5231,769,2024-02-07,11,mobile,paid_search,/category/headphones
5232,769,2024-01-28,3,mobile,organic_search,/category/smartphones
5233,769,2024-03-21,9,desktop,paid_search,/new-arrivals
5234,769,2024-03-05,17,mobile,email,/category/laptops
5235,770,2024-06-19,23,mobile,email,/sale
5236,770,2024-02-08,11,mobile,email,/deals
5237,770,2024-05-19,19,mobile,referral,/category/smartphones
5238,770,2024-02-02,20,desktop,direct,/category/laptops
5239,770,2024-01-15,4,mobile,paid_search,/deals
5240,770,2024-01-14,21,mobile,paid_search,/home
5241,770,2024-03-06,13,desktop,paid_search,/sale
5242,771,2024-05-14,22,mobile,paid_search,/category/headphones
5243,771,2024-05-10,14,mobile,direct,/deals
5244,771,2024-05-18,10,tablet,direct,/home
5245,771,2024-05-12,22,desktop,direct,/category/smartphones
5246,771,2024-06-25,10,mobile,direct,/home
5247,771,2024-05-21,20,desktop,direct,/deals
5248,771,2024-02-16,9,desktop,social_media,/category/laptops
5249,771,2024-02-15,17,desktop,referral,/category/smartphones
5250,771,2024-05-08,12,mobile,organic_search,/home
5251,772,2024-04-29,22,desktop,organic_search,/sale
5252,772,2024-04-30,9,desktop,social_media,/deals
5253,772,2024-01-29,12,mobile,social_media,/sale
5254,772,2024-06-19,16,mobile,email,/sale
5255,772,2024-03-19,23,desktop,paid_search,/category/laptops
5256,772,2024-06-05,11,mobile,organic_search,/new-arrivals
5257,773,2024-06-27,12,desktop,social_media,/category/smartphones
5258,773,2024-01-30,13,mobile,organic_search,/deals
5259,773,2024-05-12,10,tablet,social_media,/deals
5260,773,2024-05-02,19,desktop,referral,/category/laptops
5261,774,2024-03-10,7,desktop,email,/new-arrivals
5262,774,2024-04-25,17,desktop,organic_search,/sale
5263,774,2024-01-19,14,desktop,referral,/sale
5264,774,2024-03-06,10,desktop,paid_search,/category/laptops
5265,774,2024-05-14,14,desktop,email,/deals
5266,774,2024-01-21,19,mobile,organic_search,/sale
5267,775,2024-06-20,13,mobile,organic_search,/category/smartphones
5268,775,2024-01-26,7,mobile,organic_search,/category/smartphones
5269,775,2024-02-20,3,mobile,email,/category/laptops
5270,775,2024-06-25,18,mobile,paid_search,/home
5271,775,2024-04-20,11,desktop,paid_search,/category/headphones
5272,775,2024-04-16,21,mobile,social_media,/category/headphones
5273,775,2024-04-22,16,desktop,direct,/category/smartphones
5274,775,2024-05-28,13,mobile,organic_search,/category/headphones
5275,775,2024-04-21,15,mobile,email,/new-arrivals
5276,775,2024-06-25,13,desktop,email,/category/laptops
5277,775,2024-03-22,21,desktop,social_media,/home
5278,776,2024-06-19,13,mobile,paid_search,/category/smartphones
5279,776,2024-04-05,7,mobile,social_media,/category/laptops
5280,776,2024-02-09,15,mobile,organic_search,/sale
5281,776,2024-04-16,16,mobile,paid_search,/deals
5282,776,2024-02-29,18,desktop,paid_search,/category/smartphones
5283,776,2024-05-14,21,desktop,organic_search,/deals
5284,776,2024-05-03,13,desktop,organic_search,/new-arrivals
5285,776,2024-02-28,11,mobile,organic_search,/category/laptops
5286,776,2024-03-04,14,mobile,social_media,/category/smartphones
5287,776,2024-05-27,21,mobile,organic_search,/sale
5288,776,2024-03-03,23,desktop,organic_search,/new-arrivals
5289,776,2024-03-22,22,mobile,direct,/new-arrivals
5290,776,2024-03-14,9,desktop,paid_search,/category/smartphones
5291,776,2024-01-18,14,desktop,paid_search,/category/smartphones
5292,776,2024-04-15,10,mobile,referral,/new-arrivals
5293,777,2024-01-21,12,mobile,organic_search,/new-arrivals
5294,778,2024-06-27,2,mobile,social_media,/sale
5295,778,2024-03-21,8,mobile,organic_search,/category/headphones
5296,778,2024-05-02,12,tablet,organic_search,/category/smartphones
5297,778,2024-05-28,11,mobile,direct,/category/smartphones
5298,779,2024-05-09,10,mobile,paid_search,/category/smartphones
5299,779,2024-04-30,10,mobile,email,/category/laptops
5300,779,2024-03-25,18,mobile,organic_search,/deals
5301,779,2024-02-11,10,desktop,paid_search,/home
5302,779,2024-04-16,17,mobile,organic_search,/category/laptops
5303,779,2024-02-28,12,desktop,organic_search,/category/smartphones
5304,779,2024-03-14,19,mobile,organic_search,/new-arrivals
5305,779,2024-05-04,8,mobile,organic_search,/new-arrivals
5306,779,2024-06-28,8,mobile,referral,/sale
5307,780,2024-01-11,17,mobile,organic_search,/category/laptops
5308,780,2024-06-17,21,mobile,organic_search,/category/laptops
5309,781,2024-01-28,8,desktop,social_media,/home
5310,782,2024-02-13,6,desktop,organic_search,/new-arrivals
5311,782,2024-06-20,21,desktop,direct,/home
5312,782,2024-01-23,7,desktop,organic_search,/deals
5313,782,2024-05-12,10,mobile,email,/deals
5314,782,2024-04-19,21,desktop,organic_search,/category/smartphones
5315,782,2024-02-29,19,mobile,paid_search,/deals
5316,782,2024-04-23,11,mobile,referral,/home
5317,783,2024-02-29,22,desktop,social_media,/home
5318,783,2024-04-07,15,mobile,paid_search,/new-arrivals
5319,783,2024-03-21,6,mobile,organic_search,/home
5320,783,2024-03-07,17,desktop,social_media,/home
5321,783,2024-04-04,14,mobile,organic_search,/category/laptops
5322,783,2024-03-01,15,desktop,organic_search,/category/headphones
5323,783,2024-02-21,23,desktop,referral,/new-arrivals
5324,784,2024-03-10,8,desktop,paid_search,/category/smartphones
5325,784,2024-02-08,16,mobile,referral,/home
5326,784,2024-06-17,13,desktop,social_media,/sale
5327,785,2024-06-14,10,mobile,direct,/category/headphones
5328,785,2024-01-06,17,desktop,paid_search,/category/laptops
5329,785,2024-04-06,17,desktop,organic_search,/category/headphones
5330,785,2024-04-13,20,mobile,direct,/category/laptops
5331,785,2024-05-29,20,mobile,referral,/category/laptops
5332,785,2024-02-18,15,mobile,paid_search,/deals
5333,786,2024-05-20,11,desktop,paid_search,/category/laptops
5334,786,2024-02-07,14,mobile,direct,/deals
5335,786,2024-05-06,11,mobile,email,/category/smartphones
5336,786,2024-03-01,10,mobile,social_media,/sale
5337,786,2024-04-02,15,mobile,organic_search,/deals
5338,786,2024-02-22,16,desktop,direct,/category/laptops
5339,786,2024-06-14,15,mobile,organic_search,/category/smartphones
5340,786,2024-06-29,22,mobile,paid_search,/new-arrivals
5341,786,2024-05-31,10,mobile,social_media,/category/smartphones
5342,786,2024-02-01,12,desktop,paid_search,/home
5343,787,2024-05-04,17,desktop,direct,/sale
5344,787,2024-03-02,16,desktop,social_media,/home
5345,788,2024-06-21,0,mobile,referral,/new-arrivals
5346,788,2024-02-06,11,desktop,paid_search,/new-arrivals
5347,788,2024-01-30,10,desktop,paid_search,/sale
5348,788,2024-02-27,19,mobile,organic_search,/new-arrivals
5349,788,2024-02-20,20,mobile,organic_search,/sale
5350,788,2024-03-24,10,mobile,organic_search,/category/headphones
5351,788,2024-03-16,7,mobile,organic_search,/deals
5352,788,2024-05-25,9,mobile,organic_search,/sale
5353,788,2024-04-24,9,mobile,direct,/home
5354,788,2024-01-22,10,mobile,social_media,/home
5355,788,2024-04-09,10,mobile,paid_search,/home
5356,788,2024-02-12,13,desktop,social_media,/category/smartphones
5357,788,2024-02-06,11,desktop,referral,/sale
5358,789,2024-05-30,15,desktop,organic_search,/category/smartphones
5359,789,2024-01-18,11,mobile,organic_search,/category/laptops
5360,790,2024-05-16,19,desktop,social_media,/sale
5361,790,2024-06-09,22,mobile,organic_search,/category/laptops
5362,790,2024-03-08,12,mobile,referral,/home
5363,790,2024-06-22,4,desktop,paid_search,/category/laptops
5364,790,2024-05-30,10,mobile,email,/category/laptops
5365,790,2024-06-05,7,desktop,organic_search,/new-arrivals
5366,791,2024-06-07,11,desktop,organic_search,/category/laptops
5367,791,2024-02-09,16,desktop,organic_search,/deals
5368,791,2024-06-01,14,desktop,social_media,/deals
5369,791,2024-04-19,10,desktop,referral,/category/laptops
5370,792,2024-02-23,18,desktop,direct,/category/smartphones
5371,792,2024-06-18,8,mobile,direct,/sale
5372,792,2024-04-03,9,mobile,email,/deals
5373,792,2024-01-11,17,mobile,direct,/deals
5374,793,2024-02-26,9,desktop,organic_search,/home
5375,793,2024-05-13,17,mobile,paid_search,/home
5376,793,2024-03-08,22,mobile,paid_search,/deals
5377,793,2024-03-11,19,desktop,direct,/deals
5378,793,2024-02-23,8,desktop,paid_search,/sale
5379,793,2024-04-15,14,mobile,social_media,/home
5380,793,2024-06-09,12,mobile,email,/category/headphones
5381,793,2024-03-01,23,mobile,social_media,/home
5382,793,2024-01-03,22,mobile,paid_search,/home
5383,794,2024-01-06,8,mobile,organic_search,/category/headphones
5384,794,2024-03-27,21,mobile,organic_search,/category/smartphones
5385,794,2024-03-06,9,mobile,social_media,/sale
5386,794,2024-03-03,11,tablet,direct,/deals
5387,794,2024-02-20,11,mobile,paid_search,/home
5388,794,2024-03-15,10,mobile,organic_search,/category/headphones
5389,794,2024-01-23,20,mobile,organic_search,/category/laptops
5390,794,2024-04-06,11,desktop,paid_search,/new-arrivals
5391,795,2024-05-20,19,mobile,paid_search,/category/laptops
5392,795,2024-05-08,23,desktop,paid_search,/deals
5393,795,2024-01-25,19,desktop,email,/category/smartphones
5394,796,2024-02-27,11,mobile,direct,/category/headphones
5395,796,2024-06-16,17,tablet,paid_search,/new-arrivals
5396,796,2024-06-27,14,tablet,paid_search,/new-arrivals
5397,796,2024-05-22,18,desktop,direct,/sale
5398,797,2024-01-28,8,mobile,social_media,/new-arrivals
5399,797,2024-01-27,16,mobile,referral,/category/laptops
5400,798,2024-06-15,18,mobile,organic_search,/category/headphones
5401,798,2024-04-01,18,desktop,paid_search,/category/laptops
5402,798,2024-03-21,22,tablet,direct,/new-arrivals
5403,798,2024-05-29,5,desktop,organic_search,/sale
5404,798,2024-03-17,11,mobile,organic_search,/category/headphones
5405,798,2024-04-07,13,mobile,organic_search,/category/smartphones
5406,798,2024-05-23,11,desktop,direct,/category/laptops
5407,798,2024-04-26,11,mobile,paid_search,/home
5408,798,2024-03-24,9,mobile,paid_search,/sale
5409,798,2024-03-05,19,mobile,paid_search,/category/headphones
5410,798,2024-03-07,21,tablet,organic_search,/deals
5411,798,2024-05-19,6,desktop,paid_search,/category/smartphones
5412,798,2024-03-09,8,mobile,organic_search,/new-arrivals
5413,799,2024-02-29,9,mobile,email,/category/laptops
5414,799,2024-05-12,14,desktop,organic_search,/category/laptops
5415,799,2024-06-16,18,mobile,social_media,/new-arrivals
5416,799,2024-01-25,6,mobile,paid_search,/new-arrivals
5417,799,2024-06-17,16,mobile,organic_search,/category/laptops
5418,799,2024-02-28,8,mobile,email,/sale
5419,799,2024-01-07,22,desktop,email,/new-arrivals
5420,799,2024-03-12,21,desktop,organic_search,/new-arrivals
5421,799,2024-03-03,22,desktop,organic_search,/new-arrivals
5422,799,2024-01-15,7,desktop,social_media,/home
5423,799,2024-03-31,14,mobile,paid_search,/new-arrivals
5424,799,2024-01-05,8,desktop,organic_search,/category/smartphones
5425,799,2024-03-09,16,desktop,email,/category/smartphones
5426,799,2024-03-30,10,mobile,organic_search,/home
5427,799,2024-03-14,18,mobile,organic_search,/home
5428,799,2024-01-17,16,mobile,email,/category/smartphones
5429,800,2024-01-28,15,mobile,email,/category/smartphones
5430,800,2024-02-23,19,mobile,organic_search,/category/headphones
5431,800,2024-04-14,14,desktop,paid_search,/category/laptops
5432,800,2024-04-09,10,tablet,organic_search,/home
5433,800,2024-01-31,16,mobile,organic_search,/deals
5434,801,2024-06-21,22,desktop,paid_search,/new-arrivals
5435,801,2024-05-10,16,desktop,organic_search,/deals
5436,801,2024-05-29,16,mobile,organic_search,/sale
5437,801,2024-03-10,21,mobile,social_media,/new-arrivals
5438,801,2024-04-25,14,mobile,direct,/sale
5439,801,2024-04-28,23,desktop,direct,/category/smartphones
5440,801,2024-06-10,8,mobile,organic_search,/home
5441,801,2024-04-30,14,desktop,organic_search,/category/smartphones
5442,802,2024-05-10,9,desktop,paid_search,/category/headphones
5443,803,2024-02-11,13,desktop,paid_search,/deals
5444,803,2024-02-19,8,mobile,paid_search,/sale
5445,803,2024-03-04,9,desktop,referral,/deals
5446,803,2024-06-13,9,mobile,organic_search,/sale
5447,803,2024-06-02,11,desktop,social_media,/deals
5448,803,2024-01-15,8,desktop,direct,/category/smartphones
5449,803,2024-04-20,19,tablet,paid_search,/new-arrivals
5450,803,2024-03-17,9,mobile,paid_search,/home
5451,804,2024-01-21,12,mobile,organic_search,/new-arrivals
5452,804,2024-01-22,1,desktop,organic_search,/deals
5453,804,2024-05-31,7,mobile,email,/category/laptops
5454,804,2024-05-19,20,mobile,paid_search,/category/laptops
5455,804,2024-05-09,19,tablet,referral,/category/laptops
5456,804,2024-03-01,19,desktop,referral,/category/laptops
5457,804,2024-01-31,12,desktop,social_media,/home
5458,804,2024-02-29,8,desktop,social_media,/home
5459,804,2024-06-21,7,mobile,paid_search,/deals
5460,805,2024-01-12,16,mobile,organic_search,/category/smartphones
5461,805,2024-05-19,19,mobile,email,/new-arrivals
5462,805,2024-05-24,21,mobile,paid_search,/category/laptops
5463,805,2024-03-14,10,desktop,direct,/new-arrivals
5464,805,2024-01-13,11,desktop,paid_search,/home
5465,805,2024-04-16,7,desktop,organic_search,/category/laptops
5466,805,2024-03-20,18,mobile,organic_search,/category/smartphones
5467,806,2024-05-02,10,mobile,email,/sale
5468,806,2024-05-13,13,mobile,paid_search,/sale
5469,806,2024-06-20,21,mobile,organic_search,/home
5470,806,2024-02-17,18,mobile,organic_search,/home
5471,806,2024-05-17,4,mobile,email,/category/laptops
5472,806,2024-02-23,0,desktop,organic_search,/category/laptops
5473,806,2024-02-16,18,desktop,referral,/category/laptops
5474,806,2024-01-08,15,mobile,social_media,/category/headphones
5475,806,2024-06-25,17,mobile,paid_search,/category/smartphones
5476,806,2024-02-24,8,mobile,organic_search,/home
5477,806,2024-06-06,20,desktop,organic_search,/new-arrivals
